2000000, 10, 0.41775526
2000000, 10, 0.36893111
2000000, 10, 0.44551905
2000000, 10, 0.34739036
2000000, 10, 0.35105579
2000000, 10, 0.45590762
2000000, 10, 0.35889843
2000000, 10, 0.45605668
2000000, 10, 0.46552415
2000000, 10, 0.33515471
2000000, 1, 0.91361607
2000000, 11, 0.35467421
2000000, 11, 0.42258599
2000000, 11, 0.33871503
2000000, 11, 0.42951273
2000000, 11, 0.44802342
2000000, 11, 0.44662862
2000000, 11, 0.45978617
2000000, 11, 0.45014838
2000000, 11, 0.4543518
2000000, 11, 0.46048255
2000000, 1, 0.96978106
2000000, 12, 0.46081697
2000000, 12, 0.4556511
2000000, 12, 0.459768
2000000, 12, 0.35026776
2000000, 12, 0.35189878
2000000, 12, 0.34953361
2000000, 12, 0.45270691
2000000, 12, 0.46049852
2000000, 12, 0.46323657
2000000, 12, 0.46864147
2000000, 1, 0.94622762
2000000, 13, 0.45723186
2000000, 13, 0.46114898
2000000, 13, 0.45746864
2000000, 13, 0.45388331
2000000, 13, 0.45536382
2000000, 13, 0.45462406
2000000, 13, 0.45461009
2000000, 13, 0.45330536
2000000, 13, 0.45347576
2000000, 13, 0.45337572
2000000, 1, 0.9129574
2000000, 14, 0.40972404
2000000, 14, 0.45693339
2000000, 14, 0.34721457
2000000, 14, 0.45332311
2000000, 14, 0.45244763
2000000, 14, 0.45198416
2000000, 14, 0.44630919
2000000, 14, 0.4455929
2000000, 14, 0.45228411
2000000, 14, 0.45020388
2000000, 1, 0.91741256
2000000, 15, 0.34639822
2000000, 15, 0.42811717
2000000, 15, 0.44399365
2000000, 15, 0.34794082
2000000, 15, 0.35201242
2000000, 15, 0.45348422
2000000, 15, 0.45762203
2000000, 15, 0.35127075
2000000, 15, 0.45443186
2000000, 15, 0.4512461
2000000, 1, 0.97431232
2000000, 16, 0.46869123
2000000, 16, 0.4553135
2000000, 16, 0.45316512
2000000, 16, 0.48317572
2000000, 16, 0.45474074
2000000, 16, 0.45503009
2000000, 16, 0.34838021
2000000, 16, 0.45346794
2000000, 16, 0.35140933
2000000, 16, 0.45339964
2000000, 1, 0.9233824
2000000, 17, 0.34873911
2000000, 17, 0.45420478
2000000, 17, 0.45759883
2000000, 17, 0.45520998
2000000, 17, 0.46388837
2000000, 17, 0.34847997
2000000, 17, 0.3470876
2000000, 17, 0.34621092
2000000, 17, 0.45706218
2000000, 17, 0.4541492
2000000, 1, 0.93019936
2000000, 18, 0.35897405
2000000, 18, 0.35106598
2000000, 18, 0.34861461
2000000, 18, 0.45557446
2000000, 18, 0.45224042
2000000, 18, 0.45778904
2000000, 18, 0.35258764
2000000, 18, 0.48744531
2000000, 18, 0.47544699
2000000, 18, 0.3739318
2000000, 1, 0.93467298
2000000, 19, 0.45202191
2000000, 19, 0.45760134
2000000, 19, 0.35845885
2000000, 19, 0.50674584
2000000, 19, 0.46027547
2000000, 19, 0.45512811
2000000, 19, 0.44861909
2000000, 19, 0.34305415
2000000, 19, 0.4486028
2000000, 19, 0.34058572
2000000, 1, 0.95355192
2000000, 20, 0.45088096
2000000, 20, 0.45215579
2000000, 20, 0.45181104
2000000, 20, 0.45028121
2000000, 20, 0.34842141
2000000, 20, 0.45168843
2000000, 20, 0.45092354
2000000, 20, 0.4790355
2000000, 20, 0.45526373
2000000, 20, 0.46208699
2000000, 2, 0.64014663
2000000, 21, 0.51769398
2000000, 21, 0.45318385
2000000, 21, 0.48048331
2000000, 21, 0.45270086
2000000, 21, 0.59850673
2000000, 21, 0.5785076
2000000, 21, 0.56354483
2000000, 21, 0.53739661
2000000, 21, 0.54579504
2000000, 21, 0.51457128
2000000, 2, 0.64001646
2000000, 22, 0.65176579
2000000, 22, 0.55656714
2000000, 22, 0.57450799
2000000, 22, 0.51008598
2000000, 22, 0.58426161
2000000, 22, 0.62244857
2000000, 22, 0.64779817
2000000, 22, 0.53508184
2000000, 22, 0.64383175
2000000, 22, 0.63128859
2000000, 2, 0.7459571
2000000, 23, 0.51272875
2000000, 23, 0.60038399
2000000, 23, 0.43485218
2000000, 23, 0.53141282
2000000, 23, 0.53503469
2000000, 23, 0.55362134
2000000, 23, 0.55442033
2000000, 23, 0.43476052
2000000, 23, 0.43949987
2000000, 23, 0.53459066
2000000, 2, 0.72029545
2000000, 24, 0.51713892
2000000, 24, 0.52841329
2000000, 24, 0.51268263
2000000, 24, 0.5161915
2000000, 24, 0.5328471
2000000, 24, 0.51311629
2000000, 24, 0.52209715
2000000, 24, 0.51977138
2000000, 24, 0.43579264
2000000, 24, 0.52191096
2000000, 2, 0.72648271
2000000, 25, 0.45365814
2000000, 25, 0.42917114
2000000, 25, 0.51695797
2000000, 25, 0.52998751
2000000, 25, 0.42608992
2000000, 25, 0.51878728
2000000, 25, 0.52951925
2000000, 25, 0.41721873
2000000, 25, 0.52502218
2000000, 25, 0.5232858
2000000, 2, 0.53589708
2000000, 26, 0.52283254
2000000, 26, 0.52610175
2000000, 26, 0.44368238
2000000, 26, 0.51369967
2000000, 26, 0.51763473
2000000, 26, 0.43446854
2000000, 26, 0.50884294
2000000, 26, 0.52309747
2000000, 26, 0.50729063
2000000, 26, 0.51280017
2000000, 2, 0.63327422
2000000, 27, 0.43615706
2000000, 27, 0.51921169
2000000, 27, 0.51396802
